,film,actor,year
110,Legend of the Guardians: The Owls of Ga'Hoole,Joel Edgerton,2010
110,Legend of the Guardians: The Owls of Ga'Hoole,Miriam Margolyes,2010
110,Legend of the Guardians: The Owls of Ga'Hoole,Richard Roxburgh,2010
110,Legend of the Guardians: The Owls of Ga'Hoole,Deborra-Lee Furness,2010
110,Legend of the Guardians: The Owls of Ga'Hoole,Abbie Cornish,2010
110,Legend of the Guardians: The Owls of Ga'Hoole,Leigh Whannell,2010
110,Legend of the Guardians: The Owls of Ga'Hoole,Angus Sampson,2010
110,Legend of the Guardians: The Owls of Ga'Hoole,Bill Hunter,2010
110,Legend of the Guardians: The Owls of Ga'Hoole,Sacha Horler,2010
110,Legend of the Guardians: The Owls of Ga'Hoole,Essie Davis,2010
110,Legend of the Guardians: The Owls of Ga'Hoole,Barry Otto,2010
111,Legendary,Patricia Clarkson,2010
111,Legendary,John Cena,2010
111,Legendary,Devon Graye,2010
111,Legendary,Madeleine Martin,2010
111,Legendary,Tyler Posey,2010
111,Legendary,Danny Glover,2010
112,Legion,Paul Bettany,2010
112,Legion,Lucas Black,2010
112,Legion,Tyrese Gibson,2010
112,Legion,Adrianne Palicki,2010
112,Legion,Doug Jones,2010
112,Legion,Kate Walsh,2010
112,Legion,Dennis Quaid,2010
113,Let Me In,Kodi Smit-McPhee,2010
113,Let Me In,Chloë Grace Moretz,2010
113,Let Me In,Elias Koteas,2010
113,Let Me In,Richard Jenkins,2010
114,Letters to God,Robyn Lively,2010
114,Letters to God,Jeffrey Johnson,2010
114,Letters to God,Tanner Maguire,2010
114,Letters to God,Bailee Madison,2010
114,Letters to God,Ralph Waite,2010
115,Letters to Juliet,Chris Egan,2010
115,Letters to Juliet,Vanessa Redgrave,2010
115,Letters to Juliet,Gael García Bernal,2010
115,Letters to Juliet,Franco Nero,2010
116,Life as We Know It,Katherine Heigl,2010
116,Life as We Know It,Josh Duhamel,2010
117,Like Dandelion Dust,Mira Sorvino,2010
117,Like Dandelion Dust,Barry Pepper,2010
117,Like Dandelion Dust,Cole Hauser,2010
117,Like Dandelion Dust,Kate Levering,2010
117,Like Dandelion Dust,Maxwell Perry Cotton,2010
118,Little Fockers,Robert De Niro,2010
118,Little Fockers,Ben Stiller,2010
118,Little Fockers,Owen Wilson,2010
118,Little Fockers,Blythe Danner,2010
118,Little Fockers,Teri Polo,2010
118,Little Fockers,Jessica Alba,2010
118,Little Fockers,Laura Dern,2010
118,Little Fockers,Harvey Keitel,2010
118,Little Fockers,Dustin Hoffman,2010
119,The Losers,Jeffrey Dean Morgan,2010
119,The Losers,Zoe Saldana,2010
119,The Losers,Chris Evans,2010
119,The Losers,Idris Elba,2010
119,The Losers,Columbus Short,2010
119,The Losers,Jason Patric,2010
120,Lottery Ticket,Bow Wow,2010
120,Lottery Ticket,Naturi Naughton,2010
120,Lottery Ticket,Keith David,2010
120,Lottery Ticket,Charlie Murphy,2010
120,Lottery Ticket,Gbenga Akinnagbe,2010
120,Lottery Ticket,Terry Crews,2010
120,Lottery Ticket,Bill Bellamy,2010
120,Lottery Ticket,Mike Epps,2010
120,Lottery Ticket,T-Pain,2010
120,Lottery Ticket,Loretta Devine,2010
120,Lottery Ticket,Ice Cube,2010
121,Love Ranch,Helen Mirren,2010
121,Love Ranch,Joe Pesci,2010
121,Love Ranch,Gina Gershon,2010
121,Love Ranch,Bryan Cranston,2010
122,Love & Other Drugs,Jake Gyllenhaal,2010
122,Love & Other Drugs,Anne Hathaway,2010
122,Love & Other Drugs,Oliver Platt,2010
122,Love & Other Drugs,Hank Azaria,2010
122,Love & Other Drugs,Josh Gad,2010
122,Love & Other Drugs,Gabriel Macht,2010
122,Love & Other Drugs,Judy Greer,2010
122,Love & Other Drugs,Jill Clayburgh,2010
123,MacGruber,Will Forte,2010
123,MacGruber,Kristen Wiig,2010
123,MacGruber,Ryan Phillippe,2010
123,MacGruber,Powers Boothe,2010
123,MacGruber,Maya Rudolph,2010
123,MacGruber,Derek Mears,2010
123,MacGruber,Val Kilmer,2010
123,MacGruber,Mark Henry,2010
123,MacGruber,Chris Jericho,2010
123,MacGruber,Glenn Jacobs,2010
123,MacGruber,Paul Wight,2010
123,MacGruber,Montel Vontavious Porter,2010
123,MacGruber,The Great Khali,2010
124,Machete,Danny Trejo,2010
124,Machete,Michelle Rodriguez,2010
124,Machete,Cheech Marin,2010
124,Machete,Jeff Fahey,2010
124,Machete,Lindsay Lohan,2010
124,Machete,Don Johnson,2010
124,Machete,Jessica Alba,2010
124,Machete,Steven Seagal,2010
124,Machete,Robert De Niro,2010
124,Machete,Daryl Sabara,2010
124,Machete,Tom Savini,2010
125,Marmaduke,Owen Wilson,2010
125,Marmaduke,George Lopez,2010
125,Marmaduke,Lee Pace,2010
125,Marmaduke,Judy Greer,2010
125,Marmaduke,David Walliams,2010
125,Marmaduke,Steve Coogan,2010
125,Marmaduke,Sam Elliott,2010
125,Marmaduke,Fergie,2010
125,Marmaduke,Jeremy Piven,2010
125,Marmaduke,Christopher Mintz-Plasse,2010
125,Marmaduke,Emma Stone,2010
125,Marmaduke,Marlon Wayans,2010
126,Megamind,Will Ferrell,2010
126,Megamind,Tina Fey,2010
126,Megamind,Jonah Hill,2010
126,Megamind,David Cross,2010
126,Megamind,Brad Pitt,2010
127,Middle Men,Luke Wilson,2010
127,Middle Men,Giovanni Ribisi,2010
127,Middle Men,Gabriel Macht,2010
127,Middle Men,James Caan,2010
127,Middle Men,Jacinda Barrett,2010
127,Middle Men,Laura Ramsey,2010
127,Middle Men,Terry Crews,2010
127,Middle Men,Rade Šerbedžija,2010
127,Middle Men,Kelsey Grammer,2010
127,Middle Men,Kevin Pollak,2010
127,Middle Men,Robert Forster,2010
128,Mirrors 2,Nick Stahl,2010
128,Mirrors 2,Emmanuelle Vaugier,2010
128,Mirrors 2,Evan Jones,2010
128,Mirrors 2,Christy Carlson Romano,2010
128,Mirrors 2,William Katt,2010
128,Mirrors 2,Stephanie Honoré,2010
128,Mirrors 2,Jennifer Sipes,2010
129,Morning Glory,Rachel McAdams,2010
129,Morning Glory,Harrison Ford,2010
129,Morning Glory,Diane Keaton,2010
129,Morning Glory,Patrick Wilson,2010
129,Morning Glory,Jeff Goldblum,2010
130,Mother and Child,Naomi Watts,2010
130,Mother and Child,Annette Bening,2010
130,Mother and Child,Kerry Washington,2010
130,Mother and Child,Jimmy Smits,2010
130,Mother and Child,Cherry Jones,2010
130,Mother and Child,Elpidia Carrillo,2010
130,Mother and Child,Shareeka Epps,2010
131,My Soul to Take,Max Thieriot,2010
131,My Soul to Take,Denzel Whitaker,2010
131,My Soul to Take,Raúl Esparza,2010
131,My Soul to Take,Shareeka Epps,2010
131,My Soul to Take,Zena Grey,2010
132,Nanny McPhee Returns,Emma Thompson,2010
132,Nanny McPhee Returns,Maggie Gyllenhaal,2010
132,Nanny McPhee Returns,Rhys Ifans,2010
132,Nanny McPhee Returns,Maggie Smith,2010
132,Nanny McPhee Returns,Ralph Fiennes,2010
132,Nanny McPhee Returns,Ewan McGregor,2010
133,The Next Three Days,Russell Crowe,2010
133,The Next Three Days,Elizabeth Banks,2010
133,The Next Three Days,Brian Dennehy,2010
133,The Next Three Days,Olivia Wilde,2010
133,The Next Three Days,Liam Neeson,2010
134,Night Catches Us,Anthony Mackie,2010
134,Night Catches Us,Kerry Washington,2010
135,A Nightmare on Elm Street,Jackie Earle Haley,2010
135,A Nightmare on Elm Street,Rooney Mara,2010
135,A Nightmare on Elm Street,Thomas Dekker,2010
135,A Nightmare on Elm Street,Kellan Lutz,2010
135,A Nightmare on Elm Street,Katie Cassidy,2010
135,A Nightmare on Elm Street,Connie Britton,2010
135,A Nightmare on Elm Street,Clancy Brown,2010
136,The Other Guys,Mark Wahlberg,2010
136,The Other Guys,Will Ferrell,2010
136,The Other Guys,Dwayne Johnson,2010
136,The Other Guys,Eva Mendes,2010
136,The Other Guys,Anne Heche,2010
136,The Other Guys,Michael Keaton,2010
136,The Other Guys,Steve Coogan,2010
136,The Other Guys,Ray Stevenson,2010
137,Our Family Wedding,Forest Whitaker,2010
137,Our Family Wedding,America Ferrera,2010
137,Our Family Wedding,Carlos Mencia,2010
137,Our Family Wedding,Regina King,2010
137,Our Family Wedding,Lance Gross,2010
138,Paper Man,Jeff Daniels,2010
138,Paper Man,Emma Stone,2010
138,Paper Man,Ryan Reynolds,2010
138,Paper Man,Lisa Kudrow,2010
139,Paranormal Activity 2,Katie Featherston,2010
139,Paranormal Activity 2,Micah Sloat,2010
139,Paranormal Activity 2,Sprague Grayden,2010
139,Paranormal Activity 2,Molly Ephraim,2010
140,Passion Play,Mickey Rourke,2010
140,Passion Play,Megan Fox,2010
140,Passion Play,Bill Murray,2010
140,Passion Play,Kelly Lynch,2010
141,Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman,2010
141,Percy Jackson & the Olympians: The Lightning Thief,Jake Abel,2010
141,Percy Jackson & the Olympians: The Lightning Thief,Rosario Dawson,2010
141,Percy Jackson & the Olympians: The Lightning Thief,Steve Coogan,2010
141,Percy Jackson & the Olympians: The Lightning Thief,Uma Thurman,2010
141,Percy Jackson & the Olympians: The Lightning Thief,Pierce Brosnan,2010
141,Percy Jackson & the Olympians: The Lightning Thief,Sean Bean,2010
142,The Perfect Game,Cheech Marin,2010
142,The Perfect Game,Emilie de Ravin,2010
142,The Perfect Game,Moisés Arias,2010
142,The Perfect Game,Jansen Panettiere,2010
142,The Perfect Game,Bruce McGill,2010
143,Piranha 3-D,Elisabeth Shue,2010
143,Piranha 3-D,Adam Scott,2010
143,Piranha 3-D,Jerry O'Connell,2010
143,Piranha 3-D,Ving Rhames,2010
143,Piranha 3-D,Jessica Szohr,2010
143,Piranha 3-D,Christopher Lloyd,2010
143,Piranha 3-D,Richard Dreyfuss,2010
143,Piranha 3-D,Kelly Brook,2010
143,Piranha 3-D,Riley Steele,2010
143,Piranha 3-D,Ricardo Chavira,2010
143,Piranha 3-D,Paul Scheer,2010
144,Please Give,Catherine Keener,2010
144,Please Give,Oliver Platt,2010
144,Please Give,Rebecca Hall,2010
144,Please Give,Ann Guilbert,2010
144,Please Give,Kevin Corrigan,2010
144,Please Give,Sarah Steele,2010
145,Preacher's Kid,LeToya Luckett,2010
145,Preacher's Kid,Rae'Ven Larrymore Kelly,2010
145,Preacher's Kid,Kierra Sheard,2010
145,Preacher's Kid,Clifton Powell,2010
145,Preacher's Kid,Gregory Alan Williams,2010
146,Predators,Adrien Brody,2010
146,Predators,Topher Grace,2010
146,Predators,Alice Braga,2010
146,Predators,Walton Goggins,2010
146,Predators,Oleg Taktarov,2010
146,Predators,Louis Ozawa Changchien,2010
146,Predators,Mahershalalhashbaz Ali,2010
146,Predators,Laurence Fishburne,2010
146,Predators,Danny Trejo,2010
147,Prince of Persia: The Sands of Time,Jake Gyllenhaal,2010
147,Prince of Persia: The Sands of Time,Ben Kingsley,2010
147,Prince of Persia: The Sands of Time,Gemma Arterton,2010
147,Prince of Persia: The Sands of Time,Alfred Molina,2010
148,Rabbit Hole,Nicole Kidman,2010
148,Rabbit Hole,Aaron Eckhart,2010
148,Rabbit Hole,Dianne Wiest,2010
148,Rabbit Hole,Tammy Blanchard,2010
148,Rabbit Hole,Miles Teller,2010
148,Rabbit Hole,Giancarlo Esposito,2010
148,Rabbit Hole,Jon Tenney,2010
149,Ramona and Beezus,Joey King,2010
149,Ramona and Beezus,Selena Gomez,2010
149,Ramona and Beezus,John Corbett,2010
149,Ramona and Beezus,Bridget Moynahan,2010
149,Ramona and Beezus,Ginnifer Goodwin,2010
149,Ramona and Beezus,Josh Duhamel,2010
150,The Rebound,Catherine Zeta-Jones,2010
150,The Rebound,Justin Bartha,2010
150,The Rebound,Jordan Carlos,2010
150,The Rebound,Kelly Gould,2010
150,The Rebound,Art Garfunkel,2010
151,Red,Bruce Willis,2010
151,Red,Morgan Freeman,2010
151,Red,John Malkovich,2010
151,Red,Helen Mirren,2010
151,Red,Karl Urban,2010
151,Red,Mary-Louise Parker,2010
151,Red,Brian Cox,2010
151,Red,Julian McMahon,2010
151,Red,Richard Dreyfuss,2010
152,Remember Me,Robert Pattinson,2010
152,Remember Me,Emilie de Ravin,2010
152,Remember Me,Chris Cooper,2010
152,Remember Me,Lena Olin,2010
152,Remember Me,Pierce Brosnan,2010
153,Repo Men,Jude Law,2010
153,Repo Men,Forest Whitaker,2010
153,Repo Men,Liev Schreiber,2010
153,Repo Men,Alice Braga,2010
153,Repo Men,Carice van Houten,2010
154,Resident Evil: Afterlife,Milla Jovovich,2010
154,Resident Evil: Afterlife,Ali Larter,2010
154,Resident Evil: Afterlife,Kim Coates,2010
154,Resident Evil: Afterlife,Shawn Roberts,2010
154,Resident Evil: Afterlife,Spencer Locke,2010
154,Resident Evil: Afterlife,Boris Kodjoe,2010
154,Resident Evil: Afterlife,Wentworth Miller,2010
155,Robin Hood,Taron Egerton,2018
155,Robin Hood,Jamie Foxx,2018
155,Robin Hood,Ben Mendelsohn,2018
155,Robin Hood,Eve Hewson,2018
155,Robin Hood,Tim Minchin,2018
155,Robin Hood,Jamie Dornan,2018
156,The Romantics,Katie Holmes,2010
156,The Romantics,Josh Duhamel,2010
156,The Romantics,Anna Paquin,2010
156,The Romantics,Malin Åkerman,2010
156,The Romantics,Adam Brody,2010
156,The Romantics,Dianna Agron,2010
156,The Romantics,Jeremy Strong,2010
156,The Romantics,Elijah Wood,2010
157,The Runaways,Kristen Stewart,2010
157,The Runaways,Dakota Fanning,2010
157,The Runaways,Michael Shannon,2010
157,The Runaways,Scout Taylor-Compton,2010
157,The Runaways,Alia Shawkat,2010
158,Saint John of Las Vegas,Steve Buscemi,2010
158,Saint John of Las Vegas,Romany Malco,2010
158,Saint John of Las Vegas,Peter Dinklage,2010
158,Saint John of Las Vegas,Emmanuelle Chriqui,2010
158,Saint John of Las Vegas,Tim Blake Nelson,2010
158,Saint John of Las Vegas,Sarah Silverman,2010
159,Salt,Angelina Jolie,2010
159,Salt,Liev Schreiber,2010
159,Salt,Chiwetel Ejiofor,2010
160,Saw VII,Tobin Bell,2010
160,Saw VII,Cary Elwes,2010
160,Saw VII,Betsy Russell,2010
160,Saw VII,Sean Patrick Flanery,2010
161,Scott Pilgrim vs. the World,Michael Cera,2010
161,Scott Pilgrim vs. the World,Mary Elizabeth Winstead,2010
161,Scott Pilgrim vs. the World,Kieran Culkin,2010
161,Scott Pilgrim vs. the World,Chris Evans,2010
161,Scott Pilgrim vs. the World,Anna Kendrick,2010
161,Scott Pilgrim vs. the World,Alison Pill,2010
161,Scott Pilgrim vs. the World,Mark Webber,2010
161,Scott Pilgrim vs. the World,Johnny Simmons,2010
161,Scott Pilgrim vs. the World,Jason Schwartzman,2010
161,Scott Pilgrim vs. the World,Mae Whitman,2010
161,Scott Pilgrim vs. the World,Brie Larson,2010
161,Scott Pilgrim vs. the World,Aubrey Plaza,2010
161,Scott Pilgrim vs. the World,Tennessee Thomas,2010
162,Secretariat,Diane Lane,2010
162,Secretariat,John Malkovich,2010
162,Secretariat,Dylan Walsh,2010
162,Secretariat,James Cromwell,2010
162,Secretariat,Kevin Connelly,2010
162,Secretariat,Scott Glenn,2010
163,Sex and the City 2,Sarah Jessica Parker,2010
163,Sex and the City 2,Kim Cattrall,2010
163,Sex and the City 2,Kristin Davis,2010
163,Sex and the City 2,Cynthia Nixon,2010
163,Sex and the City 2,John Corbett,2010
163,Sex and the City 2,Chris Noth,2010
163,Sex and the City 2,David Eigenberg,2010
163,Sex and the City 2,Jason Lewis,2010
163,Sex and the City 2,Lynn Cohen,2010
164,She's Out of My League,Jay Baruchel,2010
164,She's Out of My League,Alice Eve,2010
164,She's Out of My League,Mike Vogel,2010
164,She's Out of My League,Nate Torrence,2010
164,She's Out of My League,Krysten Ritter,2010
164,She's Out of My League,Geoff Stults,2010
164,She's Out of My League,Lindsay Sloane,2010
165,Shrek Forever After,Mike Myers,2010
165,Shrek Forever After,Eddie Murphy,2010
165,Shrek Forever After,Cameron Diaz,2010
165,Shrek Forever After,Walt Dohrn,2010
165,Shrek Forever After,Julie Andrews,2010
165,Shrek Forever After,John Cleese,2010
166,Shutter Island,Leonardo DiCaprio,2010
166,Shutter Island,Mark Ruffalo,2010
166,Shutter Island,Ben Kingsley,2010
166,Shutter Island,Michelle Williams,2010
166,Shutter Island,Patricia Clarkson,2010
166,Shutter Island,Emily Mortimer,2010
166,Shutter Island,Ted Levine,2010
166,Shutter Island,John Carroll Lynch,2010
166,Shutter Island,Elias Koteas,2010
166,Shutter Island,Jackie Earle Haley,2010
166,Shutter Island,Max von Sydow,2010
167,Skyline,Eric Balfour,2010
167,Skyline,Scottie Thompson,2010
167,Skyline,Donald Faison,2010
167,Skyline,David Zayas,2010
167,Skyline,Brittany Daniel,2010
167,Skyline,Neil Hopkins,2010
168,Small Town Saturday Night,Chris Pine,2010
168,Small Town Saturday Night,Shawn Christian,2010
168,Small Town Saturday Night,John Hawkes,2010
168,Small Town Saturday Night,Bre Blair,2010
168,Small Town Saturday Night,Muse Watson,2010
168,Small Town Saturday Night,Robert Pine,2010
168,Small Town Saturday Night,Brent Briscoe,2010
168,Small Town Saturday Night,Lin Shaye,2010
169,The Social Network,Jesse Eisenberg,2010
169,The Social Network,Andrew Garfield,2010
169,The Social Network,Justin Timberlake,2010
169,The Social Network,Armie Hammer,2010
169,The Social Network,Max Minghella,2010
169,The Social Network,Brenda Song,2010
169,The Social Network,Rooney Mara,2010
169,The Social Network,Joseph Mazzello,2010
169,The Social Network,Rashida Jones,2010
170,Solitary Man,Michael Douglas,2010
170,Solitary Man,Mary-Louise Parker,2010
170,Solitary Man,Jenna Fischer,2010
170,Solitary Man,Jesse Eisenberg,2010
170,Solitary Man,Imogen Poots,2010
170,Solitary Man,Danny DeVito,2010
171,Somewhere,Stephen Dorff,2010
171,Somewhere,Elle Fanning,2010
171,Somewhere,Benicio del Toro,2010
171,Somewhere,Michelle Monaghan,2010
171,Somewhere,Chris Pontius,2010
171,Somewhere,Simona Ventura,2010
172,The Sorcerer's Apprentice,Nicolas Cage,2010
172,The Sorcerer's Apprentice,Jay Baruchel,2010
172,The Sorcerer's Apprentice,Alfred Molina,2010
172,The Sorcerer's Apprentice,Teresa Palmer,2010
172,The Sorcerer's Apprentice,Monica Bellucci,2010
173,Splice,Adrien Brody,2010
173,Splice,Sarah Polley,2010
174,The Spy Next Door,Jackie Chan,2010
174,The Spy Next Door,Amber Valletta,2010
174,The Spy Next Door,Madeline Carroll,2010
174,The Spy Next Door,Magnús Scheving,2010
174,The Spy Next Door,Billy Ray Cyrus,2010
174,The Spy Next Door,George Lopez,2010
175,Step Up 3D,Rick Malambri,2010
175,Step Up 3D,Sharni Vinson,2010
175,Step Up 3D,Alyson Stoner,2010
176,Stone,Robert De Niro,2010
176,Stone,Edward Norton,2010
176,Stone,Milla Jovovich,2010
178,The Switch,Jennifer Aniston,2010
178,The Switch,Jason Bateman,2010
178,The Switch,Patrick Wilson,2010
178,The Switch,Jeff Goldblum,2010
178,The Switch,Juliette Lewis,2010
179,Takers,Matt Dillon,2010
179,Takers,Paul Walker,2010
179,Takers,Idris Elba,2010
179,Takers,Michael Ealy,2010
179,Takers,Chris Brown,2010
179,Takers,Hayden Christensen,2010
179,Takers,Zoe Saldana,2010
180,Tangled,Zachary Levi,2010
180,Tangled,Donna Murphy,2010
180,Tangled,Brad Garrett,2010
180,Tangled,Ron Perlman,2010
180,Tangled,Jeffrey Tambor,2010
180,Tangled,Peter Sallis,2010
181,The Tempest,Helen Mirren,2010
181,The Tempest,David Strathairn,2010
181,The Tempest,Djimon Hounsou,2010
181,The Tempest,Reeve Carney,2010
181,The Tempest,Tom Conti,2010
181,The Tempest,Chris Cooper,2010
181,The Tempest,Alan Cumming,2010
181,The Tempest,Felicity Jones,2010
181,The Tempest,Alfred Molina,2010
181,The Tempest,Ben Whishaw,2010
182,Tooth Fairy,Dwayne Johnson,2010
182,Tooth Fairy,Ashley Judd,2010
182,Tooth Fairy,Billy Crystal,2010
182,Tooth Fairy,Julie Andrews,2010
182,Tooth Fairy,Stephen Merchant,2010
182,Tooth Fairy,Ryan Sheckler,2010
183,The Town,Ben Affleck,2010
183,The Town,Rebecca Hall,2010
183,The Town,Jon Hamm,2010
183,The Town,Blake Lively,2010
183,The Town,Jeremy Renner,2010
183,The Town,Titus Welliver,2010
183,The Town,Pete Postlethwaite,2010
183,The Town,Chris Cooper,2010
183,The Town,Slaine,2010
184,The Tourist,Johnny Depp,2010
184,The Tourist,Angelina Jolie,2010
184,The Tourist,Paul Bettany,2010
184,The Tourist,Rufus Sewell,2010
184,The Tourist,Timothy Dalton,2010
184,The Tourist,Steven Berkoff,2010
185,Toy Story 3,Tom Hanks,2010
185,Toy Story 3,Tim Allen,2010
185,Toy Story 3,Joan Cusack,2010
185,Toy Story 3,Ned Beatty,2010
185,Toy Story 3,Don Rickles,2010
185,Toy Story 3,Michael Keaton,2010
185,Toy Story 3,Wallace Shawn,2010
185,Toy Story 3,John Ratzenberger,2010
185,Toy Story 3,Estelle Harris,2010
185,Toy Story 3,John Morris,2010
185,Toy Story 3,Jodi Benson,2010
185,Toy Story 3,Laurie Metcalf,2010
185,Toy Story 3,Blake Clark,2010
185,Toy Story 3,Teddy Newton,2010
185,Toy Story 3,Bud Luckey,2010
185,Toy Story 3,Timothy Dalton,2010
185,Toy Story 3,Lori Alan,2010
185,Toy Story 3,Kristen Schaal,2010
185,Toy Story 3,Jeff Garlin,2010
185,Toy Story 3,Bonnie Hunt,2010
185,Toy Story 3,John Cygan,2010
185,Toy Story 3,Jeff Pidgeon,2010
185,Toy Story 3,Whoopi Goldberg,2010
185,Toy Story 3,Jack Angel,2010
185,Toy Story 3,Jan Rabson,2010
185,Toy Story 3,Richard Kind,2010
186,Tron: Legacy,Jeff Bridges,2010
186,Tron: Legacy,Garrett Hedlund,2010
186,Tron: Legacy,Bruce Boxleitner,2010
186,Tron: Legacy,Michael Sheen,2010
186,Tron: Legacy,Olivia Wilde,2010
186,Tron: Legacy,Beau Garrett,2010
186,Tron: Legacy,John Hurt,2010
187,True Grit,Jeff Bridges,2010
187,True Grit,Matt Damon,2010
187,True Grit,Josh Brolin,2010
187,True Grit,Barry Pepper,2010
187,True Grit,Hailee Steinfeld,2010
188,Trust,Clive Owen,2010
188,Trust,Catherine Keener,2010
188,Trust,Liana Liberato,2010
188,Trust,Viola Davis,2010
188,Trust,Jason Clarke,2010
189,Twelve,Chace Crawford,2010
189,Twelve,Rory Culkin,2010
189,Twelve,Esti Ginzburg,2010
189,Twelve,"Curtis ""50 Cent"" Jackson",2010
189,Twelve,Zoë Kravitz,2010
189,Twelve,Emily Meade,2010
189,Twelve,Ethan Peck,2010
189,Twelve,Emma Roberts,2010
189,Twelve,Charlie Saxton,2010
189,Twelve,Ellen Barkin,2010
189,Twelve,Jermaine Crawford,2010
189,Twelve,Billy Magnussen,2010
189,Twelve,Nico Tortorella,2010
190,Unstoppable,Denzel Washington,2010
190,Unstoppable,Chris Pine,2010
190,Unstoppable,Rosario Dawson,2010
191,Valentine's Day,Jessica Alba,2010
191,Valentine's Day,Kathy Bates,2010
191,Valentine's Day,Jessica Biel,2010
191,Valentine's Day,Bradley Cooper,2010
191,Valentine's Day,Eric Dane,2010
191,Valentine's Day,Patrick Dempsey,2010
191,Valentine's Day,Héctor Elizondo,2010
191,Valentine's Day,Jamie Foxx,2010
191,Valentine's Day,Jennifer Garner,2010
191,Valentine's Day,Topher Grace,2010
191,Valentine's Day,Anne Hathaway,2010
191,Valentine's Day,Ashton Kutcher,2010
191,Valentine's Day,Queen Latifah,2010
191,Valentine's Day,Taylor Lautner,2010
191,Valentine's Day,George Lopez,2010
